media_id,caption,comments_count,like_count,media_product_type,media_type,permalink,timestamp,reach,saved,views,total_interactions,year,Not_reel,month,dayofweek,hour
17860563898116975,Ciao amici sono arrivata a #sanremo2017 con le tasche piene di babbà la faccia piena di selfi il cuore pieno di Peppe e gli occhi pieni di Ron quindi la mia missione puó avere inizio diciamo che per sicurezza sto ripassando la storia dei neomelodici da Mario Merola ad oggi se avete suggerimenti per fare colpo su Gigi sono tutta orecchie e La bemolle.,174,24339,FEED,IMAGE,https://www.instagram.com/p/BQLEFsDjoJS/,2017-02-06 14:05:56,720.0,383.0,0.0,24896.0,2017,True,2,Monday,14
17848748518172544,Ieri sera in occasione di questo #sanremo2017 si è tenuto un parti esclusivo e blindato con ospiti del calibro di Malgioglio e Miriana Trevisan alché mi sono finta Adriana volpe per avere accesso al privè dove ho incontrato i @theshowisyou nelle vesti di di croupier presso loro stessi quindi ne ho approfittato per chiedere loro notizie di Peppe che pare essere stato avvistato al Casinó. \nSTO COMINCIANDO A CREDERCI,34,10419,FEED,IMAGE,https://www.instagram.com/p/BQSt9s4hGX8/,2017-02-09 13:26:31,838.0,51.0,0.0,10504.0,2017,True,2,Thursday,13
17860540798124775,AMICI VI AVEVO PROMESSO CHE AVREI TROVATO IL MAESTRO E COSÍ È STATO ORA COME ORA NON TROVO LE GIUSTE PAROLE PER DESCRIVERE L'EMOZIONE CHE ANCORA MI PERVADE PERCHÈ COME DISSE PIPPO FRANCO A VOLTE C'È COSI TANTA BELLEZZA NEL MONDO CHE NON RIESCO AD ACCETTARLA. (Il video dove peppe parla è su Feisbu: vietato perderselo ve lo metto in bio) #peppevessicchio #sanremo2017,232,14894,FEED,VIDEO,https://www.instagram.com/p/BQX3-rjDOP9/,2017-02-11 13:30:14,2494.0,293.0,0.0,15419.0,2017,False,2,Saturday,13
17850890311138635,Dopo un'intera settimana di lunghe ricerche dove ho colmato solo in parte le mie indicibili lacune sulla musica italiana quella famosa che conoscono tutti diciamo non quella che ascolto io di solito devo concedermi necessariamente una pausa e condividere con voi quel meraviglioso momento che fu il concerto dei @biffy_clyro quando Simon cantó due ore filate dicendo grazii millii italiaaa solo 34 volte.,38,1966,FEED,VIDEO,https://www.instagram.com/p/BQc-OFIjsHG/,2017-02-13 13:00:58,1652.0,61.0,0.0,2066.0,2017,False,2,Monday,13
17850389191148943,"Nel 1310 d.C Marina Ripa di Meana scriveva che non c'è nessun maggior dolore di ricordarsi del tempo felice ne la miseria e onestamente non ho mai capito bene a cosa si riferisse prima di oggi quando intorno alle tre ho quasi pianto pensando a quel pomeriggio d'Agosto dove potei fare un piccolo riposino di quindici minuti dalle 15,01 alle 15,16.  Foto di Marina in after dopo il party di incoronazione dell'amico trendsetter Ludovico IV il bavaro.",56,17661,FEED,IMAGE,https://www.instagram.com/p/BQsvT_kg7Ap/,2017-02-19 15:58:33,473.0,252.0,0.0,17969.0,2017,True,2,Sunday,15
17861970733109646,Ciao amici finalmente sono tornata carica come Pappalardo all'isola dei famosi per svelarvi uno dei miei talloni da killer culinari che potrete tranquillamente rivendervi al prossimo cenone di Capodanno quando vi chiederanno di portare una cosina da stuzzicare e voi sono nove anni che riproponete lo stesso sformato di patate di zia maria quindi vi auguro una buona visione e un buon appetito sono ben accetti fidbec e stelle mishlèn. (linc in bioh),87,6216,FEED,VIDEO,https://www.instagram.com/p/BQveZGwgTTC/,2017-02-20 17:28:26,2009.0,269.0,0.0,6572.0,2017,False,2,Monday,17
17850071173160619,Ciao amici allora facciamo insieme il punto della situazione dunque è Domenica io sono ancora in pigiama sono stanca e con un po' di febbre ma sono pure feliciona perchè domani si parte per Berlino e cosa ci vado a fare lo scopriremo solo vivendo intanto vi lascio con questa fototestimonianza di me sotto tachipirina e con una promessa: non tornerò da questa esperienza con tatuato NO PAIN NO GAIN Sull'avambraccio.,229,22059,FEED,IMAGE,https://www.instagram.com/p/BQ-iVNDgoBk/,2017-02-26 13:51:27,664.0,277.0,0.0,22566.0,2017,True,2,Sunday,13
17862708640112395,Dopo la prima serata con @netflixit quello che mi sono portata a casa è la piena consapevolezza che quel momento importante per la vita di ogni ragazza chiamato maturità per me è sicuramente ancora lontano e questo lo dico sulla base del fatto che dopo aver chiesto ai presenti di farmi un video mentre dal sottosopra si illuminava il messaggio c'e qualquadra che non cosa pensavo bene di finirmi l'intera batteria di tubetti Smarties che erano chiaramente stati messi lí solo di bellezza e non certo per essere realmente mangiati. #yolo,81,17794,FEED,IMAGE,https://www.instagram.com/p/BRF6GqCgUEW/,2017-03-01 10:33:52,703.0,175.0,0.0,18050.0,2017,True,3,Wednesday,10
17850384268168023,Quello che vedete è Luca Vecchi che decide di farsi un video mentre nella stanza alle sue spalle io affronto la mia prima VR experience ricostruita sulla realtà di Stranger Things. \nQuello che non vedete invece è il motivo per cui Luca Vecchi decide di farsi questo video. \nLa morale è che l'essenziale è invisibile agli occhi ed è per questo che dovete alzare il volume.,23,2188,FEED,VIDEO,https://www.instagram.com/p/BRInExrA5we/,2017-03-02 11:45:19,2033.0,74.0,0.0,2285.0,2017,False,3,Thursday,11
17850503878176831,Ci sei tu e io mi illumino cantava Amedeo Minghi e sicuramente si riferiva al salame al cioccolato dell'Esselunga che pur costando quanto il riarmo nucleare della Kamčatka (pron. camcacia) rimane comunque l'unico e solo motivo per cui uscirei di casa sfidando il nubifragio e infatti ora vado ciao,59,14343,FEED,IMAGE,https://www.instagram.com/p/BROIqQqAbfQ/,2017-03-04 15:14:59,709.0,137.0,0.0,14539.0,2017,True,3,Saturday,15
17851107925157578,Amélie Poulain diceva che tra i piccoli piaceri della vita c'è l'immergere la mano in un sacco di legumi o spaccare la crosticina di una creme brulée con la punta del cucchiaino ora quello che mi sento di dire io ad Amelie è che evidentemente non ha mai assaggiato un Hamburger di manzo con pane tostato ceddar bacon croccante salsa barbecue ketchup e patatine fitte perchè se no i legumi sai che fine facevano la fine di Baralla.,86,22507,FEED,IMAGE,https://www.instagram.com/p/BRVeUnQA_ml/,2017-03-07 11:38:57,617.0,284.0,0.0,22878.0,2017,True,3,Tuesday,11
17874829462041038,Per festeggiare questa meravigliosa ricorrenza che è la festa della donna Milano ha deciso di sospendere tutti i mezzi pubblici per darci quella romantica sensazione di vivere nel 1700 e farci scaricare l'app MyCocchiere ne consegue che sono bloccata in casa senza vie di fuga quindi ne approfitto per ringraziare tutti coloro che hanno reso questo giorno indimenticabile: - Me medesima per essermi prodotta un mazzo di mimose che enzo miccio permesso\n- Il mio divano\n- Netflix\nUn caro saluto.,74,14935,FEED,IMAGE,https://www.instagram.com/p/BRYGB_YAsWX/,2017-03-08 12:04:25,783.0,110.0,0.0,15120.0,2017,True,3,Wednesday,12
17873558656045336,Amiche e amiche dal momento che credo fermamente che ognuna di noi abbia quello che più che un sassolino nella scarpa definirei una cordigliera delle Ande piantata nel piede sono qui per dare voce a tutta questa rabbia e trasformarla in un Inno nazionale ma che dico nazionale mondiale che sia da monito per tutti i fidanzati che ingenuamente pensino ancora di avere a che fare con tante piccole Gemme Galgani. Sfogatevi sul feisbu amiche e ditemi chi merita di essere punito: ci uniremo in un solo coro. (Linc in bio),113,9628,FEED,VIDEO,https://www.instagram.com/p/BRa0lO9AXNM/,2017-03-09 13:29:40,2637.0,859.0,0.0,10601.0,2017,False,3,Thursday,13
17873596024040793,Questo è il momento in cui @martabevacqua mi comunicó che non saremmo riuscite a fare pausa pranzo e che quindi avrei dovuto rinunciare a quel piatto di gnocchi alla sorrentina che mi ero prefigurata reagendo per altro benissimo e con estrema maturitá alla cosa.,73,21514,FEED,IMAGE,https://www.instagram.com/p/BRiT7PtARWx/,2017-03-12 11:18:14,1044.0,243.0,0.0,21830.0,2017,True,3,Sunday,11
17851058476183732,È tutto vero amici Gazzo ed io rispettivamente Hedo Hardo e Christian The Face stiamo girando la prossima stagione di Modeland in onda tutti i giorni dalle 3 alle 4 del mattino su Retecapri Hd e in replica ogni 29 Febbraio su LaMai. L'emozione è tanta.,40,9422,FEED,IMAGE,https://www.instagram.com/p/BRlPlElA8Lq/,2017-03-13 14:37:59,945.0,168.0,0.0,9630.0,2017,True,3,Monday,14
17863205644127326,La bellezza delle cose sta negli occhi di chi le guarda diceva Jerry Calà e l'intero aforisma non mi era mai stato del tutto chiaro fino ad oggi quando mentre guardavo questa foto e nella mente pensavo emozionata cazzo ma sono stata proprio io a creare quel Boeing 747 alle mie spalle passava mio babbo che con la delicatezza di vittorio sgarbi ha sentenziato: cos'è quella merda non vola se le ali le pieghi così.,57,18541,FEED,IMAGE,https://www.instagram.com/p/BRsqSEnA80q/,2017-03-16 11:46:00,850.0,375.0,0.0,18973.0,2017,True,3,Thursday,11
17874388240048301,"Ho visto che sull istagra c'e questa moda di usare l'ashtag #tbt che ho scoperto voler dire ""Trafugare becere testimonianze"" e consiste nell'andare a ripescare una vecchia foto di cui frega un cazzo a nessuno cercando di accompagnare (solo) il tutto con frasi tipo take me back oppure when I was wilde and free etc quindi siccome ci sto provando anche io a stare al passo coi tempi ecco una foto di me medesima scattata esattamente un anno fa oggi alle Canarie quando ero selvaggia e libera: riportatemi li! #cresi #frii #uaild #nietzsche #parami #parasiempre #occhi #specchio #della #nima",64,12553,FEED,IMAGE,https://www.instagram.com/p/BRxyTKmgMhd/,2017-03-18 11:32:15,497.0,114.0,0.0,12731.0,2017,True,3,Saturday,11
17863594009124479,"Oggi lunedi 20 Marzo ho l'ennesimo treno che per l'ennesima volta mi riconduce da Roma a Milano ma come si suol dire non si finisce mai di imparare infatti il messaggio che mi sento di lasciarvi oggi è che non importa tu sia convinta che il tuo treno parta alle 11,30 tu comunque ricontrolla sempre sempre sempre perchè se no fai come me che alle 11 ero già sotto il tabellone ma mi sono accorta che invece parte alle 12,30 quindi ora sto facendo il bar tour e nella prima tappa ci siamo portati a casa: muffin con la nutella+latte macchiato+panino bresaola e stracchino conto di conquistare l'amatriciana tra la terza e la quarta ma vi faccio sape.",63,23451,FEED,IMAGE,https://www.instagram.com/p/BR231mogz1Z/,2017-03-20 10:56:51,418.0,349.0,0.0,23863.0,2017,True,3,Monday,10
17854382371135323,Sto girando il prossimo episodio di Cotto e Buttatonelcesso per la seconda volta perchè la prima è successo che a furia di assaggiare un pezzino di qui un pezzino di lì cucchiaio di qua leccatina di lá alla fine nella ciotola non c'era quasi più nulla se non il mio profondo senso di colpa che ritengo venga perfettamente espresso in questa foto dove si capisce chiaramente che avevo già previsto come sarebbe andata a finire.,60,20238,FEED,IMAGE,https://www.instagram.com/p/BR-zhAJgRGu/,2017-03-23 12:53:01,414.0,276.0,0.0,20574.0,2017,True,3,Thursday,12
17862585601090376,Io e nicola si andava sempre in quel bar a finger di bere i caffè per sentirci un po' meno in colpa di sentirci in colpa per essere soli. E io gli dicevo sempre Nicola domani tu mi dirai che che mi porti in un posto speciale e io fingerò di non aver visto che sotto la giacca hai un telone da mare e quando uscita dall'acqua ti dirò che ho un po' fame avrai un panino portato da casa per avere la scusa di darmi un bel bacio per togliermi la marmellata. \nPoi alla fine domani non si poteva ma ci pensi che bello anzi forse dopo domani sara pure più bello.,37,11851,FEED,IMAGE,https://www.instagram.com/p/BSGgBK2A3zV/,2017-03-26 12:36:34,418.0,272.0,0.0,12160.0,2017,True,3,Sunday,12
17853122206158094,Ogni volta che pulisco il bagno esprimo il desiderio che rimanga cosí per sempre affinchè io non debba mai più raccogliere dei capelli dal pavimento o dentifrici dal lavandino ma due giorni dopo puntuale come max pezzali in sei un mito ecco che sento nella mia testa una vocina che mi dice di prendere la scopa e se non le do immediatamente retta questa flebile voce si trasforma nell'ologramma di mia madre che urla di sacrificare ad Odino il mio futuro primogenito se non pulisco immediatamente tutto. \nIn foto io che non lo accetto.,84,21349,FEED,IMAGE,https://www.instagram.com/p/BSTL-cCgezx/,2017-03-31 10:51:33,465.0,388.0,0.0,21821.0,2017,True,3,Friday,10
17876733496000868,Sento spesso di ragazzi demoralizzati perchè nonostante gli sforzi non sono ancora riusciti a trovare la loro strada o il loro vero talento no ma dico scusate pensate che io me ne sia accorta subito di saper costruire catapulte ingegneristiche con cucchiaino e pallini di mollica? Dico davvero non abbandonate la ricerca dei vostri talenti fate come me in questa foto scattata prima della battaglia delle acque nere dove controllavo se il mio esercito di michette Targaryen avesse colpito quello di Baguette Lannister appallottolato da mio fratello.,36,14020,FEED,IMAGE,https://www.instagram.com/p/BSa103EASJE/,2017-04-03 10:11:56,511.0,309.0,0.0,14365.0,2017,True,4,Monday,10
17855186299141639,Amici nonostante la notizia sia già trapelata in via ufficiosa vi comunico in via ufficiale che da settimana prossima andrà in onda sugli umili schermi di fb camihawke(pagina di) una nuova serie originale camix intitolata OROSCOPHAWKE in cui analizzeremo insieme UN segno zodiacale al mese rivelandone molte oscurità e poche virtù. \nIl primo segno che analizzeremo sarà l'Ariete quindi prendetela come una chiamata alle armi: se volete vendicarvi di qualcuno siete ancora in tempo per farlo perchè io ho già annotato sei o sette cose da gridare in faccia agli arieti nazionali ma la lista è in continuo aggiornamento. \nSe volete mantenere l'anonimato scrivetemi le lamentele in privato vi prometto la massima riservatezza.,159,25912,FEED,IMAGE,https://www.instagram.com/p/BSf_c1dA2v0/,2017-04-05 10:12:14,727.0,619.0,0.0,26690.0,2017,True,4,Wednesday,10
17855600176136946,Vi ripropongo una foto del giorno in cui vinsi l'oro alla Nap Cup per dirvi che dalle 19.00 alle 20.00 sarò in diretta su @virginradioit per chiacchierare con @andrearock su come sia possibile rimanere umili pur possedendo LA ricetta segreta della pasta al forno. \nSe vi andasse di sentirci o di partecipare al dibattito parlamentare ma non siete in macchina potete ascoltare tutto in strimin sul loro sito. \nA dopo amici,21,10254,FEED,IMAGE,https://www.instagram.com/p/BSi9eDaAN-o/,2017-04-06 13:52:39,459.0,97.0,0.0,10372.0,2017,True,4,Thursday,13
17865740902118474,Allora vi spiego dietro a questa foto ci sono io alla finestra che con una mano tengo il telefono con l'altra reggo una tenda traforata che mi immagino produrrà un effetto tumblr incredibile col quale conquisteró l'intero regno di Fantasia invece ció che ho ottenuto nella pratica è stato un centrino di mi nonna in faccia con quello che guardandomi dalla casa davanti portandosi una mano in fronte mi dà dell'imbecille.,93,24656,FEED,IMAGE,https://www.instagram.com/p/BSs7u2xg1B-/,2017-04-10 10:49:52,450.0,280.0,0.0,25029.0,2017,True,4,Monday,10
17878373251042325,"Una volta passata che ancora ricordo è successo per caso che mi son riscoperta felice nell'esser coerente e mi sono talmente piaciuta in quell'occasione che mi son detta leghiamoli insieme questi pensieri felici cosí se per caso mi viene da fare o da dire una cosa che non vorrei fare nè dire anche volendo non ci posso passare, in quei piccoli buchi che esistono lí tra me e me.",34,15680,FEED,IMAGE,https://www.instagram.com/p/BS87qEOAYKw/,2017-04-16 15:57:04,492.0,234.0,0.0,15949.0,2017,True,4,Sunday,15
17878515229039140,Amici alla faccia di quei serpeverde di mediauord sul feisbu è appena uscito l'episodio uno dell'oroscophawke dedicato all'ariete quindi se siete persone infantili e immature come me potete tranquillamente sbatterlo in bacheca a qualcuno oppure addirittura postarlo sul vostro profilo mandando dei messaggi subliminali di vendetta che potrebbero non funzionare ma ci farebbero sentire uniti come quando incontravamo qualcuno che come noi preferiva il cd del festivalbar blu a quello rosso.,65,26587,FEED,IMAGE,https://www.instagram.com/p/BTBqod8g-sK/,2017-04-18 12:04:30,632.0,357.0,0.0,27009.0,2017,True,4,Tuesday,12
17866774855105020,Ciao amici vi faccio presente che nelle istagrastori a brevissimo andrà in onda il video haul (?) -che non ho mica capito cosa vuol dire- meno credibile della storia e me ne rendo conto ma ci tenevo tanto a darvi comunque degli sconti da usare per dei vestiti molto carucci quindi insomma abbiate pazienza e stingiamoci forte perchè ogni volta che qualcuno dice ameising un pino scotto nel mondo muore.,142,35653,FEED,IMAGE,https://www.instagram.com/p/BTEa-IfAHcz/,2017-04-19 13:45:22,782.0,874.0,0.0,36669.0,2017,True,4,Wednesday,13
17855345452146925,Appuntato,65,12402,FEED,IMAGE,https://www.instagram.com/p/BTJfSBnAW0g/,2017-04-21 12:59:14,813.0,1066.0,0.0,13533.0,2017,True,4,Friday,12
17878389478056791,Ciao amici vi comunico che stamattina ho esaurito tutta la mia pazienza dietro a quel tamagoci di telefono che stavo momentaneamente usando in attesa che riparassero il mio e presa da un raptus di follia sono uscita e mi son comprata un telefono nuovo che sto usando proprio ora per navigare su un sito che si chiama tante gustosissime ricette a base di pane e acqua: essere poveri con gusto. \nIn foto io che mi volto a guardare i miei soldi per l'ultima volta.,117,21647,FEED,IMAGE,https://www.instagram.com/p/BTRAS7vg24C/,2017-04-24 11:02:24,661.0,160.0,0.0,21924.0,2017,True,4,Monday,11
17867546407099338,"Ciao amici domani all'alba partiró per Palermo e vorrei subito chiedere a chi mi dice sempre di guardare il bicchiere mezzo pieno come giustifica il fatto che negli ultimi 200 anni in Sicilia abbia piovuto tre giorni totali e proprio domani si registrerá il quarto ma comunque passiamo a ció che ha reso Palermo la mia capitale dela cultura 2018: LA RICOTTA, dove trovo la cassata più buona? Cannoli? Vasche da bagno piene di ricotta? Case di ricotta? Ricottaro che mi adotti?Attendo pareri autoctoni con una foto del '42 di Marina Ripa di Meana. Vvb",186,28486,FEED,IMAGE,https://www.instagram.com/p/BTYwuGMgWjE/,2017-04-27 11:20:14,542.0,307.0,0.0,28979.0,2017,True,4,Thursday,11
17867696356129634,"Chissenefrega della cultura tour giorno uno:.\n- ho mangiato le/gli arancin*infatti oggi è l'anno 1p.A\n- a 27 anni ho scoperto cos'è una panella e non c'entra colle droghe\n- ho battuto il recond mondiale di filo lunghissimo di mozzarella fusa impanata\n- qui ci sono dei dolcetti fritti ricotta e Nutella in cambio dei quali non mi sentirei in colpa a vendere un parente alla tratta degli schiavi\n- ci sono anche dei monumenti, credo\n- si anche io ho le gambe",86,12135,FEED,IMAGE,https://www.instagram.com/p/BTb1feugbva/,2017-04-28 15:59:39,470.0,86.0,0.0,12307.0,2017,True,4,Friday,15
17868531499110300,Chissene frega della cultura Tour giorno tre:\n- le iris con la ricotta hanno battuto qualsiasi dolce che io abbia mai assaggiato anzi che vita ho condotto finora mi chiedo\n- la minchia di mare è davvero un pesce e io sono una persona davvero stupida e immatura\n- spannometricamente sono a 780 gioia mia in 3 giorni\n- qui potete vedere un eseplare di camioc strano e dove trovarlo. .\n- è evidente che non so fare foto che non siano selfi,58,11817,FEED,IMAGE,https://www.instagram.com/p/BTgkBvpgqc-/,2017-04-30 12:03:14,418.0,99.0,0.0,11974.0,2017,True,4,Sunday,12
17880004699045030,Considerando che a me non cresce neanche il basilico sul balcone visitare l'orto botanico è stata un'esperienza incredibile che mi ha aperto gli occhi e la mente infatti da oggi vorrei davvero approfondire il mio rapporto con la natura ed è un patto che ho deciso di suggellare con questa foto mia accanto a delle ortensie. Forse Ciclamini. \nNo aspè Viole. Va bhe comunque piante. Diciamo erba.,45,13750,FEED,IMAGE,https://www.instagram.com/p/BTjFN92gulv/,2017-05-01 11:31:45,450.0,79.0,0.0,13874.0,2017,True,5,Monday,11
17879725507006321,Allora vi spiego questa foto in pratica passeggiando per Palermo vedo questa bellissima statua di una sirena che esce dal mare coi capelli lunghissimi e dico bom facciamo una cosa davvero originalissima: mi metto nella stessa posa e faccio la sirena pure io e infatti ecco qui il risultato peccato che una volta realizzato lo scatto mentre mi prodigo per aggiustare le luci mi rendo conto che quella non è affatto una sirena ma un uomo con gli addominali di devidbecam che esce dall'acqua solo per darci il tempo di zummare e constatare che in effetti abbiamo difronte l'erede maschio di Rocco Siffredi. \nSegue foto che dimostra quanto io sia ancora più stupida del previsto.,64,13011,FEED,IMAGE,https://www.instagram.com/p/BTq4YMWgd8H/,2017-05-04 12:13:28,687.0,60.0,0.0,13135.0,2017,True,5,Thursday,12
17868329356103520,"Dunque a Milano sono tre settimane che pare di stare a Grande inverno ora non è che voglio essere polemica peró allora mi rimettete anche il pandeimorti e le caldarroste perchè non è che io posso uscire vestita come Ygritte il giorno di capodanno per andare all'esselunga a comprare i pezzi di cocco cioè che cazzo di roba è ma dove siamo dai oh Pavese pronto mi senti si ciao vorrei farla finita come procedo? \nIn foto: La mia prima comunione durante l'ultimo giorno di sole a Milano, 1867, olio Bilboa su tela",186,35373,FEED,IMAGE,https://www.instagram.com/p/BTwGlHjAf5Y/,2017-05-06 12:53:47,723.0,739.0,0.0,36298.0,2017,True,5,Saturday,12
17880979354007234,Alla luce del fatto che io sto alle foto paesaggistiche come Kim Jong-un al premio nobel per la pace capite bene che quando capita (mai) che ne faccio una non dico bella eh ma anche solo a fuoco ecco che il mio ego si gonfia a dei livelli che Andrea Damante sei umiltà. \nGettando al vento tutte le regole di accostamento cromatico delle foto dell istagra vi allego la mia foto in questione e non credo di esagerare nel dire che con tutta probabilitá diventerà copertina del prossimo numero di National Geographic oltre che immagine simbolo della fotografia paesaggistica nel mondo.,65,8871,FEED,IMAGE,https://www.instagram.com/p/BT04f9zAtDM/,2017-05-08 09:26:56,679.0,56.0,0.0,8992.0,2017,True,5,Monday,9
17880269101044263,Se è vero che le donne decidono di tagliarsi i capelli quando avviene un cambiamento drastico nella loro vita va da sè che a me sono 27 anni che non succede un cazzo quindi vi diró che sta cominciando a balenare in me l'idea di farla finita con questa vita da raperonzolo e iniziarne una diciamo più undi di streingertings quindi vi prego donne coi capelli lunghi fermatemi subito e spiegatemi a parole vostre come la mia sia evidentemente un'idea di merda (e dunque coerente col resto della mia vita).,548,27714,FEED,IMAGE,https://www.instagram.com/p/BT6I7L0AYNF/,2017-05-10 10:26:40,627.0,614.0,0.0,28876.0,2017,True,5,Wednesday,10
