current_state,C1,C2,C3,C4,C5,C6,C7,C8,Inactive
C1,0.6109157701390711,0.01563893991078457,0.026502230385725533,0.18478089740225662,0.04492259249540803,0.056415638939910785,0.023825767515087904,0.027551823668328524,0.009446339543426921
C2,0.061533704390847245,0.23623995052566482,0.0063388991960420535,0.011363636363636364,0.005797773654916512,0.6783395176252319,0.00030921459492888067,7.730364873222017e-05,0.0
C3,0.05980090762699458,0.00966183574879227,0.22935880544576195,0.2746303615868833,0.41245791245791247,0.0006587615283267457,0.006624213145952277,0.006807202459376372,0.0
C4,0.07474226804123711,0.013426036921601535,0.014804603212658834,0.27223687365140253,0.007372332773915128,0.02055861903620235,0.5641932390314074,0.01564373052025893,0.017022296811316232
C5,0.042283298097251586,0.005475145010028731,0.04634899983737193,0.003957283027050469,0.27120941074429444,0.0003794654957445655,0.008998753184799696,0.5930503604922209,0.028297284111237598
C6,0.03328731400521552,0.04314312011044639,0.014265991716520939,0.0030296057677557907,0.0010737843227488879,0.5929590427979752,0.008513575701794753,0.004180088970701028,0.29954747660684156
C7,0.023552703440742763,0.01720371381758602,0.03795740032768979,0.0028672856362643366,0.0009557618787547789,0.007919169852539596,0.281198798470781,0.007509557618787548,0.6208356089568542
C8,0.01762065717293733,0.012744500470992409,0.06078572615947249,0.0011636283038732199,0.0028813653238765444,0.0004986978445170943,0.004765334958718901,0.296115697899928,0.6034243918656841
Inactive,0.0023048827291191425,0.016024217439488744,0.0370937347724656,0.0011384266426332154,0.0014057844147667734,0.001002591645500843,0.0,0.0,0.9410303623560257
